Labelled Phrase,Detected Phrase,Intent Id,Intent Name,Top Match Intent Id,Top Match Intent Name,Top Match Score,Entropy,Uncertainty,Margin Score,Result Type,Num Correct Entities,Num Missed Entities,Num Spurious Entities,Labelled Entities,Detected Entities,Combined result type
Hello I am trying to purchase something but my credit card keeps getting rejected,Hello I am trying to purchase something but my credit card keeps getting rejected,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.991437,0.000000,0.008563,0.000000,Pass,0,0,0,,,Pass
It keeps rejecting my card when I try to order stuff,It keeps rejecting my card when I try to order stuff,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.935360,0.174580,0.064640,0.078258,Pass,0,0,0,,,Pass
rejected credit card,rejected credit card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.875263,0.498550,0.124737,0.223741,Pass,0,0,0,,,Pass
"Hi, I'm trying to make a purchase but my credit card keeps being rejected","Hi, I'm trying to make a purchase but my credit card keeps being rejected",intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.988609,0.000000,0.011391,0.000000,Pass,0,0,0,,,Pass
Hi. I'm trying to buy something but my credit card won't go through,Hi. I'm trying to buy something but my credit card won't go through,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.921709,0.214749,0.078291,0.096756,Pass,0,0,0,,,Pass
Hi. I am trying to make a purchase and my credit card keeps getting declined. I can't figure out why because my credit card is working fine for other things.,Hi. I am trying to make a purchase and my credit card keeps getting declined. I can't figure out why because my credit card is working fine for other things.,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.971335,0.000000,0.028665,0.000000,Pass,0,0,0,,,Pass
Hi. I'm trying to finalize my purchase but for some reason my credit card keeps getting declined. Can you help me?,Hi. I'm trying to finalize my purchase but for some reason my credit card keeps getting declined. Can you help me?,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.951783,0.160432,0.048217,0.063584,Pass,0,0,0,,,Pass
my credit card keeps getting rejected while i'm trying to order something,my credit card keeps getting rejected while i'm trying to order something,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.980589,0.000000,0.019411,0.000000,Pass,0,0,0,,,Pass
"Hello, I am trying to purchase something and my credit card keeps getting rejected","Hello, I am trying to purchase something and my credit card keeps getting rejected",intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.990287,0.000000,0.009713,0.000000,Pass,0,0,0,,,Pass
"Hi, I'm trying to make a purchase but my card keeps getting rejected.","Hi, I'm trying to make a purchase but my card keeps getting rejected.",intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.985944,0.000000,0.014056,0.000000,Pass,0,0,0,,,Pass
I want to purchase something but my credit card keeps getting rejected,I want to purchase something but my credit card keeps getting rejected,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.988766,0.000000,0.011234,0.000000,Pass,0,0,0,,,Pass
"Hi, my credit card keeps getting rejected.","Hi, my credit card keeps getting rejected.",intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.980642,0.000000,0.019358,0.000000,Pass,0,0,0,,,Pass
"Hey I'm trying to buy something buy my card keeps getting declined, what's going on?","Hey I'm trying to buy something buy my card keeps getting declined, what's going on?",intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.976353,0.000000,0.023647,0.000000,Pass,0,0,0,,,Pass
trying to buy something and my card keeps getting rejected,trying to buy something and my card keeps getting rejected,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.979966,0.000000,0.020034,0.000000,Pass,0,0,0,,,Pass
"Hello, I would like to purchase something on the site but my credit card keeps coming back as rejected","Hello, I would like to purchase something on the site but my credit card keeps coming back as rejected",intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.954873,0.140108,0.045127,0.057112,Pass,0,0,0,,,Pass
"Hi, I'm trying to make a purchase however my credit card has been rejected several times.","Hi, I'm trying to make a purchase however my credit card has been rejected several times.",intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.985632,0.000000,0.014368,0.000000,Pass,0,0,0,,,Pass
"Hello! I keep trying to make a purchase, yet my credit card keeps getting rejected. I know for a fact that my credit card has no issues, what is the problem here? Please help!","Hello! I keep trying to make a purchase, yet my credit card keeps getting rejected. I know for a fact that my credit card has no issues, what is the problem here? Please help!",intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,intent-QUFXGNWUMNNYTGXDAT7RHZRA,technical_issues / rejected_credit_card,0.987001,0.000000,0.012999,0.000000,Pass,0,0,0,,,Pass
A subscription has been added to my account that I didn't want.,A subscription has been added to my account that I didn't want.,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.974452,0.000000,0.025548,0.000000,Pass,0,0,0,,,Pass
I was checking on my account because it looks like that a subscription was added and I did not want the subscription,I was checking on my account because it looks like that a subscription was added and I did not want the subscription,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.964255,0.000000,0.035745,0.000000,Pass,0,0,0,,,Pass
subscription added by mistake,subscription added by mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.562875,0.572595,0.437125,0.645235,Pass,0,0,0,,,Pass
"Hello, I think a subscription was mistakenly added to my account","Hello, I think a subscription was mistakenly added to my account",intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.915276,0.203201,0.084724,0.107625,Pass,0,0,0,,,Pass
"Hi, I am concerned that a premium subscription was added to my account that I do not want.","Hi, I am concerned that a premium subscription was added to my account that I do not want.",intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.721110,0.483400,0.278890,0.460541,Pass,0,0,0,,,Pass
"Hi, a subscription was added to my account that I never requested.","Hi, a subscription was added to my account that I never requested.",intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.950561,0.000000,0.049439,0.000000,Pass,0,0,0,,,Pass
Hi I think I was signed up for a subscription by mistake,Hi I think I was signed up for a subscription by mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.780373,0.360733,0.219627,0.256808,Pass,0,0,0,,,Pass
Hi! My account was charged for a subscription and I didn't want to sign up for that.,Hi! My account was charged for a subscription and I didn't want to sign up for that.,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.826876,0.344798,0.173124,0.252249,Pass,0,0,0,,,Pass
I think a subscription was added to my account which I do not want.,I think a subscription was added to my account which I do not want.,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.959836,0.135015,0.040164,0.052506,Pass,0,0,0,,,Pass
a subscription was added to my account and I did not want it,a subscription was added to my account and I did not want it,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.973459,0.000000,0.026541,0.000000,Pass,0,0,0,,,Pass
I had a subscription added to my account and I didn't want it,I had a subscription added to my account and I didn't want it,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.968252,0.000000,0.031748,0.000000,Pass,0,0,0,,,Pass
yes i just read an email stating that my subscription was added to my account even though i do not want it,yes i just read an email stating that my subscription was added to my account even though i do not want it,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.922062,0.195529,0.077938,0.103374,Pass,0,0,0,,,Pass
You see I received an email saying that the subscription has been added to my account even though I did not want it,You see I received an email saying that the subscription has been added to my account even though I did not want it,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.972201,0.000000,0.027799,0.000000,Pass,0,0,0,,,Pass
Yes i was checking my account and i see that a subscription was added to my account and i didn't not want this add on,Yes i was checking my account and i see that a subscription was added to my account and i didn't not want this add on,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.959073,0.000000,0.040927,0.000000,Pass,0,0,0,,,Pass
I got an email saying a subscription was added to my account but I dont want that.,I got an email saying a subscription was added to my account but I dont want that.,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.941682,0.166450,0.058318,0.072022,Pass,0,0,0,,,Pass
I just read an email saying that a subscription was added to my account. I didn't want that.,I just read an email saying that a subscription was added to my account. I didn't want that.,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,intent-2T3JZAZADNN2NPHLDXO5QC3A,membership_enquiries / subscription_added_by_mistake,0.970763,0.000000,0.029237,0.000000,Pass,0,0,0,,,Pass
I believe that I am missing some credits from my account.,I believe that I am missing some credits from my account.,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.955116,0.139169,0.044884,0.056747,Pass,0,0,0,,,Pass
I think I might have some missing credits worth $40,I think I might have some missing credits worth $40,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.985804,0.000000,0.014196,0.000000,Pass,0,0,0,,,Pass
I have missing credit on my account.,I have missing credit on my account.,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.578728,0.645016,0.421272,0.546151,Pass,0,0,0,,,Pass
I believe I have some missing credits worth $40,I believe I have some missing credits worth $40,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.991191,0.000000,0.008809,0.000000,Pass,0,0,0,,,Pass
I believe I am missing $40 worth of credits..,I believe I am missing $40 worth of credits..,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.982658,0.000000,0.017342,0.000000,Pass,0,0,0,,,Pass
Hi! I am missing my $40 credit,Hi! I am missing my $40 credit,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.861679,0.453897,0.138321,0.208435,Pass,0,0,0,,,Pass
i think that i am missing 40 dollars of credits,i think that i am missing 40 dollars of credits,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.983356,0.000000,0.016644,0.000000,Pass,0,0,0,,,Pass
hi i was supposed to have $40 worth of credit but its missing from my account,hi i was supposed to have $40 worth of credit but its missing from my account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.839602,0.302295,0.160398,0.192400,Pass,0,0,0,,,Pass
I think i have some missing credit worth $40 on my account,I think i have some missing credit worth $40 on my account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.983245,0.000000,0.016755,0.000000,Pass,0,0,0,,,Pass
I think i have some missing credits worth $40 on my account,I think i have some missing credits worth $40 on my account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.988549,0.000000,0.011451,0.000000,Pass,0,0,0,,,Pass
I think I'm missing about 40 dollars worth of credits on my account,I think I'm missing about 40 dollars worth of credits on my account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.964663,0.000000,0.035337,0.000000,Pass,0,0,0,,,Pass
I was checking my account and I believe that I have some missing credits that came from a subscription refund.,I was checking my account and I believe that I have some missing credits that came from a subscription refund.,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.443484,0.593413,0.556516,0.932505,Pass,0,0,0,,,Pass
missing credit on account,missing credit on account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.372084,0.768651,0.627916,0.790842,Pass,0,0,0,,,Pass
I have credit missing on my account.,I have credit missing on my account.,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,intent-5QWMUBGEMFJMRDYGJ57YEWAY,shopping_issues / missing_credit_on_account,0.523430,0.692154,0.476570,0.638357,Pass,0,0,0,,,Pass
"Hi, I was wondering if I qualify for free shipping?","Hi, I was wondering if I qualify for free shipping?",intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.970421,0.000000,0.029579,0.000000,Pass,0,0,0,,,Pass
hello i am about to buy a few items and i would like to know my cart qualifies for free shipping,hello i am about to buy a few items and i would like to know my cart qualifies for free shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.944074,0.000000,0.055926,0.000000,Pass,0,0,0,,,Pass
yes i want to place and order and i want to see if my items in my cart qualifies from free shipping,yes i want to place and order and i want to see if my items in my cart qualifies from free shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.670624,0.512277,0.329376,0.449422,Pass,0,0,0,,,Pass
How can I know if my shopping cart qualifies for free shipping?,How can I know if my shopping cart qualifies for free shipping?,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.936406,0.000000,0.063594,0.000000,Pass,0,0,0,,,Pass
"Hi, I'd like to know if what I currently have in my cart would qualify for your free shipping?","Hi, I'd like to know if what I currently have in my cart would qualify for your free shipping?",intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.968056,0.000000,0.031944,0.000000,Pass,0,0,0,,,Pass
I was wanting to know if my order qualifies for free shipping?,I was wanting to know if my order qualifies for free shipping?,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.952271,0.137205,0.047729,0.058423,Pass,0,0,0,,,Pass
yes i would like to know if my shopping cart qualifies for free shipping because i'm wanting to buy some things,yes i would like to know if my shopping cart qualifies for free shipping because i'm wanting to buy some things,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.960476,0.000000,0.039524,0.000000,Pass,0,0,0,,,Pass
I was wondering if my shopping cart currently qualifies for free shipping?,I was wondering if my shopping cart currently qualifies for free shipping?,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.987166,0.000000,0.012834,0.000000,Pass,0,0,0,,,Pass
do i qualify for free shipping,do i qualify for free shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.927275,0.183097,0.072725,0.094761,Pass,0,0,0,,,Pass
Hi. Am I going to get free shipping for my order?,Hi. Am I going to get free shipping for my order?,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.788932,0.411697,0.211068,0.281540,Pass,0,0,0,,,Pass
I am trying to see if the items in my shopping cart qualify for free shipping?,I am trying to see if the items in my shopping cart qualify for free shipping?,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.950634,0.000000,0.049366,0.000000,Pass,0,0,0,,,Pass
I would like to know if my shopping cart qualifies for free shipping,I would like to know if my shopping cart qualifies for free shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.984513,0.000000,0.015487,0.000000,Pass,0,0,0,,,Pass
Does my shopping car qualify for free shipping?,Does my shopping car qualify for free shipping?,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.972709,0.000000,0.027291,0.000000,Pass,0,0,0,,,Pass
Do I qualify for free shipping for the cart order.,Do I qualify for free shipping for the cart order.,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.982650,0.000000,0.017350,0.000000,Pass,0,0,0,,,Pass
"Hi, I was wondering if you provide free shipping for my order internationally","Hi, I was wondering if you provide free shipping for my order internationally",intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.833664,0.323857,0.166336,0.218826,Pass,0,0,0,,,Pass
Hi. I am wondering if my cart qualifies for free shipping?,Hi. I am wondering if my cart qualifies for free shipping?,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,intent-5YYBEHTUOVIKNNVRDTDS4KCV,shipping_issues / do_i_qualify_for_free_shipping,0.986769,0.000000,0.013231,0.000000,Pass,0,0,0,,,Pass
forgot username,forgot username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.920691,0.390671,0.079309,0.154589,Pass,0,0,0,,,Pass
it seems I can't remember my username,it seems I can't remember my username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.997021,0.000000,0.002979,0.000000,Pass,0,0,0,,,Pass
think i could have mixed up usernames as the passwords not wrong,think i could have mixed up usernames as the passwords not wrong,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.675494,0.904222,0.324506,0.627330,Pass,0,0,0,,,Pass
not sure what my username is,not sure what my username is,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.975731,0.121157,0.024269,0.038344,Pass,0,0,0,,,Pass
Dang it! I forgot my username.,Dang it! I forgot my username.,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.981098,0.106006,0.018902,0.031396,Pass,0,0,0,,,Pass
But I can not access my account because I forgot my username,But I can not access my account because I forgot my username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.876801,0.376423,0.123199,0.211969,Pass,0,0,0,,,Pass
but i cant seem to remember my username :(,but i cant seem to remember my username :(,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.995937,0.000000,0.004063,0.000000,Pass,0,0,0,,,Pass
i don't seem to have a username,i don't seem to have a username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.992717,0.000000,0.007283,0.000000,Pass,0,0,0,,,Pass
I can't remember my username! I feel so upset,I can't remember my username! I feel so upset,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.994614,0.000000,0.005386,0.000000,Pass,0,0,0,,,Pass
I can't remember my username! I think my memory is getting worse,I can't remember my username! I think my memory is getting worse,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.990964,0.000000,0.009036,0.000000,Pass,0,0,0,,,Pass
im not sure of the username,im not sure of the username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.991241,0.000000,0.008759,0.000000,Pass,0,0,0,,,Pass
i am unable to log in because i forgot what my username is.,i am unable to log in because i forgot what my username is.,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.969930,0.133808,0.030070,0.045114,Pass,0,0,0,,,Pass
but I've forgotten my username,but I've forgotten my username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.991360,0.000000,0.008640,0.000000,Pass,0,0,0,,,Pass
"it's kind of embarrassing, but I seem to have forgotten my username, can you help with that?","it's kind of embarrassing, but I seem to have forgotten my username, can you help with that?",intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.914208,0.193937,0.085792,0.104613,Pass,0,0,0,,,Pass
I can't remember my username,I can't remember my username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.994912,0.000000,0.005088,0.000000,Pass,0,0,0,,,Pass
I actually don't remember my username off the top of my head,I actually don't remember my username off the top of my head,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.997633,0.000000,0.002367,0.000000,Pass,0,0,0,,,Pass
i forgot my user name and i cant get into my account!,i forgot my user name and i cant get into my account!,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.848440,0.597842,0.151560,0.291240,Pass,0,0,0,,,Pass
"so i can't remember my username.  i was hoping to looking at my account history online, but i can't get in because i don't have the username :/","so i can't remember my username.  i was hoping to looking at my account history online, but i can't get in because i don't have the username :/",intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.990332,0.000000,0.009668,0.000000,Pass,0,0,0,,,Pass
"Hi, I can't login into my account because I forgot my username.","Hi, I can't login into my account because I forgot my username.",intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.806912,0.523389,0.193088,0.338208,Pass,0,0,0,,,Pass
no username here...I don't remember it,no username here...I don't remember it,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,intent-KWSSEHOALNII7B6OL5ALYSPG,login_issues / forgot_username,0.994855,0.000000,0.005145,0.000000,Pass,0,0,0,,,Pass
